place_id,name,address,phone,website,email,category,rating,review_count,latitude,longitude,scraped_at
ChIJOSrLa2pclmsRYEUrdAvBf7U,Crestmont Realty Group,"7/190 Margaret St, Toowoomba City QLD 4350, Australia",0455 150 990,http://www.crestmont.com.au/,,Finance,5,2,-27.5612436,151.9540764,2026-02-13T22:48:41.760012
ChIJF9SNWvJdlmsRqmj2xulDrA4,Paddy Ryan - NGU Real Estate Toowoomba,"1/20 Seaton St, South Toowoomba QLD 4350, Australia",0428 795 535,https://www.ngurealestate.com.au/staff/paddy-ryan/,,Real Estate Agency,4.8,16,-27.5724019,151.962843,2026-02-13T22:48:42.669744
ChIJ54uRWgNnlmsRZ_Pe9xN1-PM,Jess Jones Real Estate,"Shop E/1 Plaza Cir, Highfields QLD 4352, Australia",0432 222 310,https://www.jessjonesrealestate.com.au/,,Real Estate Agency,4.9,93,-27.4586163,151.9585719,2026-02-13T22:48:44.111868
ChIJl4PhziRnlmsR-V3MzcNBHGk,Benita McMahon - Toowoomba/Highfields Real Estate Agent,"Shop 1/2 Highfields Rd, Highfields QLD 4352, Australia",0427 306 970,https://www.facebook.com/benitamcmahonrealestate/,,Real Estate Agency,5,11,-27.4633855,151.9539012,2026-02-13T22:48:44.451915
ChIJKw0wWzBclmsRZ5j_dRXj0JI,Leanne Gillam Real Estate,"38 Windemere Terrace, Mount Lofty QLD 4350, Australia",0400 968 319,http://www.leannegillam.com.au/,,Real Estate Agency,5,28,-27.5431035,151.9727458,2026-02-13T22:48:48.798263
ChIJ10unhKdblmsRCtbvNcEKRlE,Crest Realty,"10 Handley St, Darling Heights QLD 4350, Australia",(07) 4602 0244,,,Real Estate Agency,3.1,7,-27.6124865,151.9304808,2026-02-13T22:48:49.131363
ChIJv4eW_HFclmsRe-jCAKgYc98,Century 21 The Garden City,"16 Clifford St, Toowoomba City QLD 4350, Australia",(07) 4633 8899,https://toowoomba.century21.com.au/,,Point Of Interest,4.2,172,-27.561753,151.9474295,2026-02-13T22:48:49.502759
ChIJUaX1UK9ilmsR5klZm1Y_ckA,HAMPTON REAL ESTATE,"8616 New England Hwy, Hampton QLD 4352, Australia",(07) 4548 7602,http://www.hamptonrealty.com.au/,,Real Estate Agency,3.9,20,-27.3575319,152.068767,2026-02-13T22:48:52.893894
ChIJs5GeyGpclmsRiH8mzzJ3Nbw,Colliers Toowoomba,"171 Hume St, Toowoomba City QLD 4350, Australia",(07) 4659 7875,http://www.colliers.com.au/offices/toowoomba,,Real Estate Agency,4.5,201,-27.5640841,151.9570588,2026-02-13T22:48:57.190342
ChIJ5QYlwrN9vmsRO44Wyp1jkVw,Western Edge Real Estate,"Suite 70/62 Water St S, Toowoomba City QLD 4350, Australia",(07) 3556 0125,,,Real Estate Agency,4.6,151,-27.5706847,151.9487565,2026-02-13T22:48:58.259273
ChIJO2xOcwBdlmsRQ_0Z8pO9Nio,Rural Farm Sales Agent - Jeromy Wainwright,"2/111 Herries St, East Toowoomba QLD 4350, Australia",0419 776 313,http://www.ruralfarmsalesagent.com.au/,,Real Estate Agency,5,8,-27.5652843,151.958292,2026-02-13T22:49:00.483297
ChIJE4ajNJFRlmsRN7fBrEPHN-w,Real Estate Demo,"13897 New England Hwy, Cambooya QLD 4358, Australia",,http://retireinmyanmar.com/,,Real Estate Agency,,,-27.7294542,151.9187377,2026-02-13T22:49:00.856926
ChIJiXSoqildlmsRZgyMH-BRU5M,House Estate Agents Toowoomba,"444 Ruthven St, Toowoomba City QLD 4350, Australia",(07) 4595 1688,,,Real Estate Agency,4.3,52,-27.5608264,151.9536099,2026-02-13T22:49:01.649552
ChIJtQ6SmNddlmsRqJG-E-o5D3U,Austin Brookman Property,"1/74 Margaret St, East Toowoomba QLD 4350, Australia",0474 119 232,https://austinbrookmanproperty.com.au/,,Point Of Interest,5,5,-27.5627534,151.9647425,2026-02-13T22:49:17.911611
ChIJa2e0WuxflmsRKu6wRfA5YAo,ALL About Realestate,"645 Toowoomba Connection Rd, Withcott QLD 4352, Australia",0408 108 785,http://www.allaboutre.com.au/,,Real Estate Agency,1,1,-27.5540401,152.0241949,2026-02-13T22:49:23.594443
ChIJObr_X-ldlmsRtdEFjT6UImM,Jen Taylor Properties,"76A Margaret St, East Toowoomba QLD 4350, Australia",(07) 4548 0433,http://www.jentaylorproperties.com.au/,,Point Of Interest,4.8,49,-27.5627387,151.9643687,2026-02-13T22:49:23.941435
ChIJK_hOfVpdlmsR-Eycl4NyGjw,McGrath Estate Agents Toowoomba,"Suite 1/203 Margaret St, Toowoomba City QLD 4350, Australia",(07) 4599 3599,https://mcgrathtoowoomba.com.au/,,Real Estate Agency,5,13,-27.5609364,151.9545238,2026-02-13T22:49:24.284441
ChIJ___bJHdblmsRt38ATQWztvI,Cooinda Properties Pty Ltd,"115 Drayton Rd, Harristown QLD 4350, Australia",,http://www.cooindaproperties.com.au/,,Real Estate Agency,5,1,-27.588624,151.929686,2026-02-13T22:49:25.104262
ChIJmVHIMwpnlmsRxmeT7HFf-H0,Leigh Harriman York Realty,"1 Highfields Rd, Highfields QLD 4352, Australia",0448 153 771,https://www.yorkrealty.com.au/staff/2161/,,Real Estate Agency,5,2,-27.4639196,151.9532609,2026-02-13T22:49:25.918651
ChIJZU_8e2trlmsRqzOwdEOyNd0,Oakey Real Estate Agents,"50 Campbell St, Oakey QLD 4401, Australia",0418 155 759,http://spp.net.au/,,Real Estate Agency,5,22,-27.4368392,151.7215374,2026-02-13T22:49:26.836029
ChIJ2cxBMWpclmsRl47zga9Pg_M,Tomoro,"353 Ruthven St, Toowoomba City QLD 4350, Australia",(07) 4580 0811,https://tomoro.com.au/,,Real Estate Agency,4.5,97,-27.5592421,151.9534953,2026-02-13T22:49:27.724629
ChIJ-6aDqxRclmsRkHMEyFweHqE,LJ Hooker Toowoomba,"Level 1 / 677/683 Ruthven St, South Toowoomba QLD 4350, Australia",(07) 4688 2222,https://toowoomba.ljhooker.com.au/?utm_content=LJ+Hooker+Toowoomba+-+South+Toowoomba&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_15584249641654263614,,Real Estate Agency,4.3,164,-27.5730966,151.950895,2026-02-13T22:49:30.053770
ChIJGTSjCm9clmsR06n54AW7kJY,Residence Estate Agents,"123 Margaret St, Toowoomba City QLD 4350, Australia",(07) 4646 2517,https://residenceestateagents.com.au/,,Real Estate Agency,4.9,37,-27.5612586,151.9574916,2026-02-13T22:49:44.024652
ChIJnztJ_BOul2sR7j43sxFIZHw,Clifton Real Estate,"67 King St, Clifton QLD 4361, Australia",(07) 4612 3779,,,Real Estate Agency,3,12,-27.930569,151.9057063,2026-02-13T22:49:53.950818
ChIJ__9vweVclmsRu_FMuIc61sY,Ray White Toowoomba,"7A Paull St, Wilsonton QLD 4350, Australia",,,,Real Estate Agency,5,1,-27.5393887,151.9181298,2026-02-13T22:49:54.335882
ChIJ84dSM7xclmsRVQ7AV_HMPSE,Glenwood Heights,"South St & McDougall St, Toowoomba City QLD 4350, Australia",,,,Real Estate Agency,5,2,-27.5721148,151.9074228,2026-02-13T22:49:54.660870
ChIJc0m3N2ZdlmsR0dw8dRqkS6I,Homesure Pty Ltd,"11 Coventry Ct, Mount Lofty QLD 4350, Australia",0408 661 454,,,Real Estate Agency,5,1,-27.5389285,151.9757773,2026-02-13T22:49:55.528007
ChIJP32F3DFdlmsRwJ76NzjbTkQ,Briq Property,"Suite 9/120 Russell St, Toowoomba City QLD 4350, Australia",(07) 4593 0088,http://www.briqproperty.com.au/,,Real Estate Agency,4.6,27,-27.558565,151.947428,2026-02-13T22:50:04.709204
ChIJUyTJ-mVclmsRYk3GlgG_Pe8,Hot Property,"Suite 2/200 Hume St, East Toowoomba QLD 4350, Australia",(07) 4637 8633,https://www.hotproperty.realestate/,,Real Estate Agency,4.8,398,-27.5678713,151.9570664,2026-02-13T22:50:07.568361
ChIJAzoxIW1clmsRool1u6z-sSI,Elders Real Estate Toowoomba,"5/618 Ruthven St, Toowoomba City QLD 4350, Australia",(07) 4633 6500,http://www.elderstoowoomba.com.au/,,Real Estate Agency,4.2,124,-27.5670126,151.9524823,2026-02-13T22:50:17.527319
ChIJ4bPD421clmsRmtEieet1iT4,First Choice Real Estate QLD,"3/648 Ruthven St, South Toowoomba QLD 4350, Australia",0432 426 414,,,Real Estate Agency,,,-27.5690528,151.9521688,2026-02-13T22:50:28.231353
ChIJxcgSvwfhSCsRTmNHeGkFe6s,Tony Franke | Real Estate Toowoomba & Highfields Region,"Shopping Centre, Shop 7b/66 Highfields Rd, Highfields QLD 4352, Australia",0410 540 005,https://tonyfranke.raywhite.com/,,Real Estate Agency,,,-27.4502911,151.9448402,2026-02-13T22:50:28.593033
ChIJz2jC58JdlmsRX0TMnZllzCw,Zing Property,"123 Margaret St, Toowoomba City QLD 4350, Australia",0408 083 808,https://www.zingproperty.com.au/,,Real Estate Agency,5,3,-27.5612586,151.9574916,2026-02-13T22:50:29.461807
ChIJv4Ood4ZclmsRqGj_I_kD5t0,Jlc Real Estate,"Harristown QLD 4350, Australia",,,,Real Estate Agency,,,-27.5666776,151.9288715,2026-02-13T22:50:29.786459
ChIJI5nPa29clmsRoICCwM2M7w0,Residence Estate Agents,"Unit 11/12 Prescott St, Toowoomba City QLD 4350, Australia",,,,Real Estate Agency,,,-27.5655458,151.9481366,2026-02-13T22:50:30.638872
ChIJ4TYSaRdnlmsRPp5VAUdX6Ac,WIRE Property Agents,"2 Highfields Rd, Highfields QLD 4352, Australia",(07) 4698 7111,https://wireproperty.com.au/,,Real Estate Agency,4.3,46,-27.4634156,151.9538601,2026-02-13T22:50:31.035689
ChIJYUKB_rddlmsRAwCFb7hglSg,Luke Hennelly,"123 Margaret St, Toowoomba City QLD 4350, Australia",0498 788 726,http://www.buy4you.om.au/,,Real Estate Agency,,,-27.5614102,151.9574921,2026-02-13T22:50:31.848472
ChIJq6rGYhRclmsRhhKwcE1htU4,Century 21 Marsden Realty,"87 Herries St, Wilsonton Heights QLD 4350, Australia",,,,Real Estate Agency,,,-27.5656895,151.9610134,2026-02-13T22:50:32.730627
ChIJH3uDe5FblmsRWfI2L7BfFY8,Sovereign Property Partners,"94 Neil St, Toowoomba City QLD 4350, Australia",(07) 4687 7601,http://spp.net.au/,,Point Of Interest,4.2,216,-27.5677419,151.9546565,2026-02-13T22:50:37.332975
ChIJTSeiLBJnlmsRmbQse1rnFHc,Hilltop Real Estate,"10570 New England Hwy, Highfields QLD 4352, Australia",0408 987 715,,,Real Estate Agency,2,4,-27.4672766,151.9491862,2026-02-13T22:50:45.716173
ChIJp-XsggBclmsR0EHaEoBP3EI,Ray White Highfields Real Estate | Property Sales | Selling All Areas,"Shopping Centre, Shop 7b/66 Highfields Rd, Highfields QLD 4352, Australia",(07) 4698 7711,http://raywhitehighfields.com.au/,,Real Estate Agency,4.3,86,-27.4505791,151.9447885,2026-02-13T22:50:47.621064
ChIJxRVew3hblmsR4--PXufk1Z8,Home Property Sales,"24 Stark Dr, Vale View QLD 4352, Australia",0417 727 680,,,Real Estate Agency,,,-27.6437963,151.8927568,2026-02-13T22:51:01.966654
ChIJd5n-sGpclmsRHq5Cl4yZHuQ,Winten & Co,"123 Margaret St, Toowoomba City QLD 4350, Australia",(07) 4638 3133,http://www.wintenandco.com.au/index.php/sales,,Real Estate Agency,,,-27.5614216,151.9575485,2026-02-13T22:51:10.258046
ChIJsfQztqqTlmsRvxOaBMTuZCI,Gatton Real Estate,"54 Railway St, Gatton QLD 4343, Australia",(07) 5462 1311,https://www.gattonrealestate.com.au/,,Real Estate Agency,4.8,110,-27.5584608,152.2766368,2026-02-13T22:51:39.808431
ChIJf9ISvrGSlmsRZQfqW0RNRks,All Property Real Estate Gatton,"61 Railway St, Gatton QLD 4343, Australia",(07) 5462 2636,http://www.allpropertygatton.com/,,Real Estate Agency,4.2,53,-27.5579185,152.2763705,2026-02-13T22:51:40.764959
ChIJBSCyn8btlmsR0ZJ9pZ_WKEs,Air Property Agents,"2 Cleary St, Gatton QLD 4343, Australia",0404 757 000,http://www.airpropertyagents.com.au/,,Real Estate Agency,4.8,16,-27.5680223,152.2762932,2026-02-13T22:51:44.961518
ChIJCaO2wbCSlmsRQrYplhV6QKk,CPT Properties,"17A Railway St, Gatton QLD 4343, Australia",(07) 5462 4492,http://www.cptproperties.com.au/,,Real Estate Agency,4.2,21,-27.5557679,152.2772117,2026-02-13T22:51:45.315202
ChIJwxJAlrGSlmsRxEegcCMspaw,LJ Hooker Gatton,"10 Railway St, Gatton QLD 4343, Australia",(07) 5462 3000,https://gatton.ljhooker.com.au/?utm_term=plcid_1158217993940967259,,Real Estate Agency,4.3,35,-27.5565404,152.27744,2026-02-13T22:51:45.672756
ChIJ9VWsT7CSlmsRqEoN3x_PSIk,Elders Real Estate Gatton,"Shop 2/279 Eastern Dr, Gatton QLD 4343, Australia",(07) 5462 1788,https://gatton.eldersrealestate.com.au/,,Real Estate Agency,4.1,29,-27.5553016,152.2893748,2026-02-13T22:51:58.593160
ChIJAQAcRkvtlmsRK_r1nqaFecM,Lockyer Property Sales,"20 Dawson Dr, Gatton QLD 4343, Australia",0407 363 844,https://lockyerpropertysales.com/listings/residential_sale-3527582-gatton/,,Real Estate Agency,,,-27.5665997,152.2814158,2026-02-13T22:52:36.104082
ChIJRy-Zgc0D7wwRu07HFwjzKDU,Downs Property Agents Pty Ltd,"90A Yandilla St, Pittsworth QLD 4356, Australia",0412 727 661,,,Point Of Interest,5,3,-27.7163573,151.6337055,2026-02-13T22:52:51.062055
ChIJpb9S_WU1lmsRk3a1mUrs5Ho,Nutrien Harcourts Cooke,"80 Yandilla St, Pittsworth QLD 4356, Australia",(07) 4693 1466,https://nutrien.harcourts.net/au?utm_content=Nutrien+Harcourts+Cooke+-+Pittsworth&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_182919467708194619,,Real Estate Agency,4.3,6,-27.7160877,151.6341929,2026-02-13T22:52:51.435551
ChIJGQjLtVw0lmsRu1W1-GD5MgI,Ray White Rural Pittsworth,"65 Yandilla St, Pittsworth QLD 4356, Australia",(07) 4693 1644,https://raywhitepittsworth.com.au/,,Real Estate Agency,4.5,52,-27.7154242,151.6349887,2026-02-13T22:52:51.870595
ChIJ00s6N6c1lmsRESZOHH0GivE,Nutrien Harcourts GDL Pittsworth,"82 Yandilla St, Pittsworth QLD 4356, Australia",(07) 4693 1466,https://www.gdlrural.com.au/,,Point Of Interest,,,-27.7160987,151.6341,2026-02-13T22:52:55.217315
ChIJn78vHl00lmsR7BeuFMqYR6Q,Mark Droney Pty Ltd,"Shop 2/49 Yandilla St, Pittsworth QLD 4356, Australia",(07) 4693 2300,http://markdroneyptyltd.com.au/,,Real Estate Agency,,,-27.7152804,151.6355498,2026-02-13T22:52:59.002959
ChIJgwcJFsd9lmsR_26QI1zSrFg,Yvonne Bradley Realty/@realty,"53 Albert St, Crows Nest QLD 4355, Australia",0408 181 146,https://www.atrealty.com.au/,,Real Estate Agency,5,6,-27.2673228,152.0531554,2026-02-13T22:53:14.795893
ChIJjZGTYhRclmsRx2ooACerYZQ,Webster Cavanagh Marsden,"141 Russell St, Toowoomba City QLD 4350, Australia",(07) 4632 8022,https://www.webstercavanagh.com.au/,,Real Estate Agency,4.3,78,-27.557612,151.9452342,2026-02-13T22:53:55.513776
ChIJq5e4ceF9lmsRPv9IwoxkStU,ALL ABOUT REALESTATE KEV PERRY,"Shop 1/4 Charlotte St, Crows Nest QLD 4355, Australia",0408 108 785,http://www.remaxcountry.com.au/about-us/meet-the-team,,Point Of Interest,2.3,10,-27.2615377,152.0565482,2026-02-13T22:55:02.251529
ChIJ_xqB_WVclmsRT--3TrjLNNQ,Blackbird and Finch,"6 Union St, Toowoomba City QLD 4350, Australia",(07) 4642 0007,https://blackbirdandfinch.com.au/,,Real Estate Agency,4.2,106,-27.562865,151.9546165,2026-02-13T22:56:59.366081
ChIJAQDwSXBclmsRi5-m4vmd_jI,Blackbird and Finch,"58 Water St S, South Toowoomba QLD 4350, Australia",(07) 4642 0007,https://blackbirdandfinch.com.au/about-us/rebecca_fogarty/,,Real Estate Agency,3.7,3,-27.5703419,151.9487736,2026-02-13T22:59:57.793224
